text,label
@JetBlue I'm also a mosaic customer and fly jet blue ALOT....,-1
@USAirways flight 614 keeps telling a few more mins to take off its been an hour. First time with you not the best #lies #brokenpromises,-1
@JetBlue how much for a trip to a warm island @SamChampion http://t.co/N3SUIip0VW,0
"@USAirways Never heard back, but this would help: Any chance I could bump up my flight time closer to 3pm today? I'm on flight 3960.",-1
@united Want to book a multi-city fare. Have miles for 1of 2 flights. An option to pay for 1st flight with miles +2nd with UMP Visa? Thanks!,0
"@USAirways I appreciate that you actually monitor Twitter, so please  pass along my feedback. I've tried calling about 15 times in 4 days :(",-1
@SouthwestAir... I love you. Air travel doesn't get easier.,1
@VirginAmerica wish I can afford to fly with you next Friday  going back home.. love everything  about your airline,1
@united flight was Cancelled Flightled due to mechanical issues but when I ask for cab fare they say it was weather and can't help me,-1
@united my flight is Late Flight due to mechanical issues 3 of 4 flights in past 10 days!,-1
@USAirways I have a MAJOR complaint that I want to address w/you about my hand luggage courtesy check-in. What's the best way to do this?,-1
@AmericanAir could you check if there is SWU (typo in last post) space on AA199 MXP-JFK Feb 28th? Thanks,0
@united you are lightyears ahead of the security control at Newark airport. They wasted 40 precious mins w bad efficiency. #frightening,-1
@SouthwestAir finally got through. Thanks!,1
@AmericanAir See photo of 787 model &amp; our PN 320008A wheel deflator specified in Chapter 32 of B787 AMM. http://t.co/oilnCfWEyg,0
@USAirways always letting me down. 👊,-1
@JetBlue get flight 16 into the air,-1
"@AmericanAir I can DM it to you, if you follow me",0
"@united clicked ""upgrade now"" and it didn't upgrade. What gives? http://t.co/N7oSjz8a59",-1
"@AmericanAir , sitting on plane for 2.5hrs at gate due to computer sys issue, at what point do you Cancelled Flight a flight?, ridiculous @PHLAirport",-1
@united obviously,0
@united Agent in LAS letting 20 customers know they can't help them rebook delayed flight to DEN #unfriendlyskies http://t.co/QuzVmK2rTR,-1
@united it wasn't a comment. It was a question. But thanks for your copy and paste response,-1
"@AmericanAir third you lost her bag &amp; after 50 mins of being on hold you told her she would ""eventually get her bag"" completely unacceptable",-1
@USAirways thanks for taking my flight off the board AND NOT PROVIDING and updates about my flight which is 26 minutes Late Flight.,-1
@USAirways 4 hours . How do I change my flight that was Cancelled Flightled ?,-1
@United I'm hoping we don't miss our LAX - ITO connection. Not looking forward to being stuck at LAX overnight with our team....AGAIN!,-1
@SouthwestAir currently rebooked thru Dallas but I hear they are expecting an ice storm (sigh) #strandedNYC,0
"@united flight landed 13 hours ago, 2 more flights CMH-IAD last night and still no bag..could have driven it from CMH",-1
@USAirways ok. Thank you,1
@united When are you coming back to @IFlyOAKland? You have a huge East Bay customer base due to SFO and *I* miss you!,1
@AmericanAir and then wanted to change it to BA for Avios.,0
"@united worst airline ever! Staff is nasty, wifi down bags are delayed due to weather?? And now the belt is broken. Selling UAL stock in AM",-1
@JetBlue lmfao.,0
@USAirways on the phone over an hour waiting for customer service  got wrong fight information cost us 6 hours from trip. Frustrating!!!,-1
"@united still can't dm, it's LH7631 on 21/2/15",-1
@AmericanAir Just learned my flight is Cancelled Flightled.can't get through by phone and don't see any option for assistance online. Any suggestions?,-1
@AmericanAir thanks for getting back to me. But I will find other airlines in the future.,-1
@united meant changed planes - i hate seating over wing if u wanted I would have booked it - u will get formal complaint,-1
@USAirways @PHLAirport flight 837 landed at 10:30 pm and we are still on the plane. Help!!!!!!,-1
@AmericanAir living in DFW.. Your Hub.. Hate having to fly to JFK to get to Ireland,-1
@united after 443min of avoidable non-weather delays that #Appreciation link better be giving out #GoldenTickets,-1
@USAirways I'm trying to Request Missed Mileage and it keeps saying it can't my flight from 2/13. Then it says call the number.,-1
@jetblue I hate you for this 😒 https://t.co/g4WwR6VBRQ,-1
@SouthwestAir I'm following now,0
@united - why am I sitting on this plane for an hour after scheduled takeoff without a cloud in the sky? #keepusguessing #isthisyourfirsttry,-1
@JetBlue so technically I could drive to JFK now and put in. Request for tomorrow's flight?,-1
@AmericanAir None of the #LAX flights into #DFW have been Cancelled Flightled. Those landing before and after ours are fine. Completely arbitrary.,-1
@AmericanAir I understand the weather issue but you can't expect passengers to wait 24 hours inside airports for whatever reason. Outrageous,-1
@united alright thank you. Much appreciated.,1
"@JetBlue here we go again, 2nd round trip to CA in a week #TrueBlue",0
"@AmericanAir By ""answering as fast as they can"", you mean hanging up on every call?",-1
@SouthwestAir the ball has been dropped. My snowboard will not be making it to my destination. #totalfail #letdown,-1
@AmericanAir All flts to JFK Cancelled Flightled Thx to UR agent at SFO Im rebooked on UA. Didn't get name. She was awesome!  #twitterhug #shesaidrun,-1
@united - Why can't I get a boarding pass for my Austrian Airlines codeshare flight. Rebook incls a 6 hour layover &amp; I am stuck outside sec,-1
@JetBlue Why wasn't a $15 service credit voucher I received for tv not working accepted on my next flight for a pillow?,-1
@united three delayed flights and missed connections on first class flights and not get any compensation for losing those seats...,-1
"@USAirways @AmericanAir call the number listed? sure! by next Friday, I should get a real live person on the line http://t.co/8TJUuM22dD",-1
"@united Surprised to go from 1K last year to nothing this year. What happened to the ""soft landing"" policy of no more than 1 level?",0
@SouthwestAir I've never met my favorite band and it would be sooo amazing to win destination dragons.,0
@usairways and @american please get my plane together before I go to Jetblue,-1
@AmericanAir or at the very least an explanation on why no one told me my flight was Cancelled Flightled!,-1
@united no they were to busy taking to each other and I needed to get to an audition.,-1
@JetBlue bags hv been posted on board for flight424 on carsl 4. Now switched to carsl 5. It's comedic watching passengers run frm 1 to othr,-1
@SouthwestAir we are trying to go as far away from King'sCollegeLondon as possible for charity today. Would you help us ? #jailbreak #RAG,0
@united I was rebooked thru SFO but arrive 9 hours Late Flight and miss activities. I asked to fly today with stop over. Was told I'd have to pay.,-1
"@SouthwestAir went to front restroom on plane, on sink sign that said no water, use hand sanitizer. First time I've ever seen that. GROSS!",-1
"@SouthwestAir 4/9/14, I need to fly from GSP to DSM, but claims there's no sched. avail.  I can book separately, but why not together?",-1
"@SouthwestAir Flying with you in about 2 weeks, bringing blankets bc it's freezing!😜",1
@united What are the chances of my flight to EWR from PIT being Cancelled Flighted tomorrow?,0
@SouthwestAir please hire an efficiency consultant to manage your PHX baggage checkin. Way to many open kiosks with 100's of ppl waiting,-1
@AmericanAir  that's what I am hoping for,0
@united Well I can tell you that your customer service at RDU airport is horrific but is exception at O'Hare in Chicago.,-1
@AmericanAir Yes. Your service in GUC sucks. Your gate agent pushed a passenger and has been rude to everyone since we got here.,-1
@SouthwestAir I did but it only shows one flight one way. When I try to go to the home page and book roundtrip there's nothing available :(,-1
@SouthwestAir iPhone app now has passbook support! Whoot! It's the little things in life... 😜,1
"@united I normally ask people to put on headphones...but not toddlers. Maybe planes should have a ""kid"" section (near the back) ;)",0
@AmericanAir got another flight. Thanks you,1
"I will, if you can show me where this new program is beneficial to your longstanding loyal consumers... @united",-1
@JetBlue incredible PR team. 👏👏👏👏,1
YO! @InternJohnRadio @mrerickv  give @SouthwestAir their plane back.  They're mad &amp; threatening to take away my Companion Pass. #Luv,0
@USAirways ...be found when he checks in. Now no info. Please DM me and help me fix this NOW. (3/3),-1
@AmericanAir my 2498 to CLT left the gate. What is next for CLT. Need help,0
@AmericanAir I don't believe it's acceptable to have a ticket # changed after check in time &amp; not be notified. Apparently that's standard.,-1
@JetBlue how long does it take for a bag to get to the baggage belt!!!!!#toolong of a wait,-1
@USAirways on hold for 1:23. All because they won't let me use a companion voucher online http://t.co/DPhQRgkdoA,-1
@AmericanAir My boyfriend was supposed to be home Saturday but his flight from DC was Cancelled Flightled yet again. Please get him home!,-1
@USAirways Ever sit on hold and just lose track of time? http://t.co/Yqhk8LJaBN,-1
"@AmericanAir That's good, I'd expect that but I can't get through on the phone to make any changes. Can I change it online?",-1
@VirginAmerica thanks! Y'all have some of the best customer service left in the industry.,1
@SouthwestAir why can't you help me after you made mistake and dropped my early bird check in on your end?  Where is the LUV?,-1
@SouthwestAir done,0
@SouthwestAir I have been on hold for over 28 minutes  please help http://t.co/Fx9BIJlxAt,0
@SouthwestAir it's never too Late Flight to do the right thing,0
@USAirways Instructions say to CALL. I'm just doing what it said to do.,-1
"@AmericanAir Hi, I have my name, email, and AAdvantage #, but website won't let me reset password. Can we troubleshoot together? Thanks!",0
@AmericanAir Thank you. Good suggestion. I checked and we were not rebooked. We'll keep checking and looking for other flights,1
@USAirways standing in line with 100 people all looking to do the same,-1
@SouthwestAir any deals to orlando in April/may??,0
"@united is really getting horrible. So much for tucking in my kids tonight. Delta transfers miles/status, right? http://t.co/H6HN33JJJE",-1
@SouthwestAir yeah they're somewhere. Hopefully getting them back today. Just frustrated tweeting.,-1
@USAirways Flight 830 CLT to Phl. I was 1st on list.Someone else got spot. Rude employee in coach. Wouldt give ID. Said he was cute red head,-1
@JetBlue third JetBlue flight in less than a week. All Late Flight not for weather.  Reliability going downhill.,-1
@SouthwestAir @gruber Finally.,0
@AmericanAir OK I will call them likely tmrw UK time to question the process getting the change charge reversed due to a bereavement,0
@united I mean is there a real live person somewhere I can go and speak to at Newark post security?,-1
@USAirways I did at 7 pm! Still no bag..,-1
"@united flt 912. Capt Herman is amazing! Came out before flight to play ""ask the captain anything."" Wonderful ambassador to the airline!!",1
"@USAirways AND my rebooked flt isn't until Monday??  AND I don't get a voucher for a hotel?!  Never again, US airways.",-1
@JetBlue you guys operate a world class company and for that I thank you,1
"@united My post was just more of disappointment.  I'm a frequent United flyer, it was a simple ??.  1 bad apple doesn't spoil the bunch.",0
@USAirways after a crappy flight due to delays and rude staff members I'm happy to report after paying $25 to check my luggage it's ruined,-1
@SouthwestAir There's nothing I love more than being on hold for over an hour http://t.co/LIQWoblFbT,-1
"@SouthwestAir Sorry to bother you, but I've been on hold for more than 2 hours and 30 minutes. Should I continue holding? Or call back?",-1
@SouthwestAir I'm ready for #MayweatherPacquiao in Vegas May 2nd! http://t.co/8dQZlrJo9p,0
"@JetBlue my credit card company accidentally marked my jet blue tickets as fraud, then corrected their mistake and reposted the money.",0
@united Lied to my face at the gate about upgrades. Thanks. #badservice #unitedsucks,-1
@SouthwestAir is America's largest airline by passengers carried! Wonder if this is b/c they have a 'Customer Service Bible' #ANAmarketers,0
"@USAirways Disgusted with your poor customer service. U wrongfully remove &gt; 65,000 miles from my Dividend Miles and no live person,",-1
@USAirways you can send my luggage to my house👋,-1
@united Understood and thanks! I should have tried reaching out sooner.,1
@united I suppose your customers enjoy screaming toddlers then. Not my problem if someone complains!,-1
"@united Hi there, looks like my connection is delayed too so I'll make it. Thanks!",1
@SouthwestAir when are you starting routes to #Hawaii and #Canada?,0
"@SouthwestAir is now recruiting for Fall 15, Spring 16 Internships. 
2/23/15, 5- 6pm @JindalCMC Davidson Auditorium(1.118) #JSOM #UTDallas",0
"@USAirways res went under her maiden name...married 50...no docs with maiden name.  Hence, problem.",0
"@AmericanAir can lie to you about where your lost bag is, but we are suppose to trust them with our lives thousands of feet in the air...",-1
@AmericanAir that's if it is ever complete and if i can ever get through customer service #theydontanswer,-1
@SouthwestAir Leave BUR ten minutes Late Flight and arrive in SJC a minute before we were supposed to... Impressed! #gettingbetter 👍,1
@united after several trials and several hours of waiting on phone to contact customer care to get my refund all I get is cold shoulder,-1
@JetBlue ive tried on my phone and laptop :(,-1
@united - any way to get a message to an international flight gate at EWR?      Road conditions are horrible trying to get to flight ...,0
@JetBlue we need an ETA please,-1
@AmericanAir thank you Mr Parker for screwing over chairman preferred when we fly AA. No #firstclass option and treated like crap by staff,-1
@SouthwestAir your agents were the ones who were rude and unhelpful and prompted my initial tweet. This is so easy to fix.,-1
"@United Your customer service for Mileage Plus customers is a disgrace. I just spent 45 min on the phone to reset a pin number, with no luck",-1
@JetBlue well duh. My grandfather just got hired as a TSA agent and currently at PWM!,0
"@united I'm grounded in Montreal with ua3659. I am missing my connection ua3417 to St. Louis. Can you help,Do you have a private jet for me?",-1
"@JetBlue I travel for business twice a week and after the @AmericanAir fiasco, I'll be flying blue more often. Thanks.",-1
"@JetBlue We had 2 great flights into and out of the Bahamas, even during the bad weather in the northeast, thanks for the great service!!!",1
@americanair I sure do. I'm running version 3.10.0,0
@JetBlue that selfie was extreme.,0
@AmericanAir I Cancelled Flighted my flight. I really don’t need this much trouble.,-1
"@united you're missin the point! There was no ""weather"". You're lying! Seats was broken. But u claim ""weather"" to get out of hotels. Classy",-1
@united Flight 1640 (N33289) arrives at @FlyTPA following flight from @iah http://t.co/RvCDA2nnme,0
@USAirways truly dissapointed when our flight is delayed and going to miss connection that we are expected to rebook our own flight????????,-1
@USAirways and despite tailwind… Will still be Late Flight.,-1
@SouthwestAir there's an hour wait here for reFlight Booking Problems in line at Omaha.,-1
@united I will thank you!,1
@usairways  my flight has been Cancelled Flightled. On hold for 2+ hrs to reschedule. Need help now.  Taking way too long http://t.co/NeHnsDCkTY,-1
@SouthwestAir  Northern California coast http://t.co/nm4VNNF8Kb,0
@USAirways flight #3900 fro ORF to PHL.,0
@united send someone to the customer service counter in person. DIA concourse B across from gate B36a.,-1
@jetblue thanks,1
@united have an employee at the gate 15min before boarding like u expect ur customers to. Be a competent company like ur rivals,-1
“@JetBlue: Our fleet's on fleek. http://t.co/FVYzjLDTON” 🚶🚶🚶🚶,0
"@VirginAmerica seriously would pay $30 a flight for seats that didn't have this playing.
it's really the only bad thing about flying VA",-1
@USAirways how are you guys losing luggage when it was suppose to be on the same flight I was on. Highly disappointed no meds no clothes :(,-1
@united same flight number different flight. I'm heading to MPLS,0
@JetBlue Thank you. I really would have preferred Jet Blue. You guys have the best seats in the business.,1
@VirginAmerica I like the customer service but a 40 min delay just for connecting passengers seems too long. VA370,-1
@AmericanAir everything for sorted out. Thanks for the help. Excited to get home tonight!,1
@USAirways you run a piece of shit airline!!  Thanks for ruining AA,-1
@USAirways that's who I spoke to already. We've already booked another flight w/someone else. Thanks for your concern. Just wanted to,0
@AmericanAir how does one book a ticket online and put it on hold?  Does that require that I pay for the ticket?,0
"@USAirways Empty 1st class, Chairman can't move up due 2 silly award travel rule trumping common sense - customer service fail again!",-1
You have to follow me back so that I can DM @SouthwestAir,0
@JetBlue I'm trying to add my 2012 flights to my Badges account but i don't see an option. Help plz?,-1
@AmericanAir I booked it on US Airways site. Don't see a Cancelled Flight link :(,-1
@JetBlue #poorservice #poorcommunication #waitingsince 10:51 for bags frm flight 424!!! #jetblue,-1
@AmericanAir has no idea what they're doing. Delay 1 flight from 5pm to 7:40pm then delay another TO THE SAME DESTINATION  @ THE SAME TIME.,-1
@JetBlue Airways Sees Significant Drop in Short Interest (JBLU) - Mideast Time http://t.co/SSBaUJtOuW,0
"@united That's still one day over my visa expiring on June 9, which is why I booked my flight on that day.",-1
@USAirways Flight # 604. Thanks.,1
"@AmericanAir just when I thought you guys were done messing up, you make it worse. Your airline ruins hopes and dreams.",-1
@USAirways not too impressed with your airlines but I would feel a lot better flying with if you upgraded me up to first class tomorrow,-1
@united thx for update,1
@USAirways thanks.  If you have another method also that would be nice.  Appears to be a design flaw,1
@USAirways I am a premium #DividendMiles #cardholder. Unacceptable 4 you to #hangup my #customerservice call twice after putting me on hold.,-1
@united I believe just customer service. At last post he was at Narita in Tokyo. They sent him to a motel to rest. Said standby maybe 2days,-1
@JetBlue flight 2008,0
@USAirways You have Cancelled Flighted our flights 5 times over the past 3 days...and the experience has been the worst...never again...,-1
@AmericanAir it is absolutely unacceptable.  I have been calling all day and am hung up on every time. I just need a 5 minute bit of help!,-1
"@JetBlue lipstick on a pig still a pig. Ur new baggage claim @ SJU is a disaster. No chairs, 20 mins+ wait for baggage. #fail",-1
"@USAirways I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",0
@united and after being on hold for an hour the day before to sort it out and being told it's fine it should be fine when you arrive to fly,-1
@united nope. Even better there were 4 seats. And due to W&amp;B first to raise hands got to move up. I wasn't fast enough.,1
@SouthwestAir flight to PHL from FLL Cancelled Flighted 2/21 no flight available until 2/24 done with SW. They are a pain to deal with,-1
@SouthwestAir been holding for 1 hour and 10 minutes. To rebook Cancelled Flightlation.You guys need more help!,-1
@USAirways 2 hours on hold. Still no answer. Horrible.,-1
@USAirways instead of tweeting your customers apologizing why don't you pick up your phone,-1
@SouthwestAir give me tickets to the atlanta show and I'll roadtrip from Canada!! Deal? 😆,0
@JetBlue woof.,0
@USAirways Can you guys please give an update?  Been sitting on Tarmac on flight 601 yet the website still says it's on time?,-1
@VirginAmerica @JezzieGoldz club Virgin is bumping in New York http://t.co/HaQc7GDg7c,0
@SouthwestAir Awwweesssooomee!,1
@SouthwestAir to start 2xdaily #B737-700 flights from #OrangeCounty to #Portland OR on 8AUG #avgeek,0
@JetBlue as a customer it feels like i should stick to airlines other than jet blue. I travel for my work for past 5 years never seen $70,-1
@united wonderful bag claim people - finally have my bag. But why did I catch earlier flight? Original flight just landed. #wastedtime,-1
@JetBlue That'd be nice! Hoping to rack up enough miles to take a trip to Seattle and enjoy a perfect latte in the city of coffee.,1
@SouthwestAir Southwest Airline is THE way to go!,1
@SouthwestAir although I'm not happy you Cancelled Flighted my flight home tomorrow (phx to atl then dca) I am happy on how easy it was to rebook,-1
@USAirways I can legitimately say that I would have rather driven cross country than flown on US Airways.,-1
@united - Kids left a kindle fire HD 6 onboard UA1037 (ORD-SFO) today. Row 9ABC-DEF (we had the whole row amongst the 5 of us).  Help...,0
@AmericanAir You can't even get someone on the phone. Great story for the media.,-1
@JetBlue is that supposed to change in the near future?,0
"@united UA6255 delayed out of #winnipeg because the plane was ""frozen""! #fail Will I make my connection on UA1059? #tightconnection #Denver",-1
"@united I requested an online refund option they denied saying the ticket was used, hope they understand the problem from your approach",-1
@AmericanAir Thanks for the quick response - it's appreciated!,1
“@JetBlue: Our fleet's on fleek. http://t.co/kVXs1lCqLp” @alynewton new fav airline,1
@JetBlue looking to for low rates bos to Vegas in Late Flight June for 3 kids and myself for a sporting event. Any deals or breaks,0
@JetBlue @WSJ #JETBLUE treated me right as a #disabledtraveler thanks for a no hassle flight to @jamaica,1
@USAirways has completely wasted my work day! Thank you for the bad service and bad Friday!,-1
@united #Newarkliberty Airport need to indicate different gate#'s for terminals A&amp;C. #Flyingainteasy,-1
@SouthwestAir still waiting. Just hit one hour.,-1
@JetBlue great smooth flight too! 👏👍,1
"@USAirways what's the point of email stating I didn't get bumped to 1st class? I know I'm not in first class, I booked the regular ticket",0
@USAirways are there such things as non-delayed flights or na? Get your shit together and get me out of here,-1
@USAirways GF was on hold for 4 hours and call was dropped!!! HELP!!!!! Need a flight!!!,-1
@united @FernHeinig18 your delay is due to your own making. We have now been back to the gate multiple times. Maybe take accountability,-1
@USAirways three hour wait and counting waiting for reservations on the phone. Are you serious!?,-1
@SouthwestAir and now our arrival is delayed nearly 5hours. Yeah an entire day in an airport is not my idea of a stress less vacation #fail,-1
@usairways im trying to get my dads wheelchair and no one is answering at Dulles.we have tried to call back on.multiple times,-1
@united look at all the delta flights that landed while your pilots claimed they couldn't fly 6232 to JAC. http://t.co/6Kp4m0R1f7,-1
@united I'm seeking to go 2 client. B/c u cant get me there I need refund. I filled out form not confident it works if past is an indication,-1
@united You really should clean the food and coffee stains off of the area around the seats when new passengers come aboard. Gross!,-1
@JetBlue you're customer service is terrible. #NeverAgain #flywhonotblue,-1
@united just emailed Jim Compton and Jeff Smisek so hopefully you pay attention now,0
@united 2nd flight in two weeks that you have lost my bag!  Taking my 1K status to @AmericanAir #neveragain #WORSTCUSTOMERSERVICE,-1
"@USAirways after 2 hrs of trying to reach real human, finally did and been on hold for 1:36 hrs for out of synch reservation.",-1
@USAirways bumping people off a flight ten minutes before takeoff because the flight is overbooked #fail,-1
@JetBlue and ask she load the bag for my flight,0
@united It appears there are six flights to Calgary tomorrow is this correct?,0
"@United​ has Cancelled Flighted 1 arrival into SHV tonight &amp; the 1st departure flight on Mon, Feb 23rd. Check with your airline for flight status.",-1
"@SouthwestAir @matthewebel And this is why I love flying Southwest. Excellent service, and you don't take yourselves too seriously!",1
@JetBlue Thank you!,1
@SouthwestAir i cant look up my confirmation number at the moment on mobile. the email is no longer in my inbox,0
"@SouthwestAir Been on hold over 90 minutes. You can fly, but not answer the phone?",-1
@USAirways followed!,0
@united already did that at the airport and 12 hrs Late Flightr its still not here! you guys are really killing me today. trying to stay positive..,-1
@SouthwestAir @Matt_e_Boss how long did you have to hold? We waited 35 minutes and gave up,-1
@USAirways it is really embarrassing when asking for complimentary drink/snack detailed here: https://t.co/9zA6xb1h89 &amp; being argued with.,-1
@SouthwestAir Heard apology ~45 times in the &gt;60 mins I was on hold. Now flying from another airport at a different time but delayed AGAIN,-1
@USAirways good ideas...she is traveling today...at airport.  Need to petition faa regarding silly 24 name change rule.,0
"@USAirways Hey, my bag was damaged flying with you yesterday. What can I do?",-1
@united no I did not make connection.  Your stellar employee Vicky Thomas refused to board me even though 23 empty seats on plane,-1
"C'mon, this is worse than JetBae. RT @JetBlue Our fleet's on fleek. https://t.co/yZXfe7au22",-1
@JetBlue lolol @s_myc88,1
@AmericanAir keep trying to call to change reservation and you keep hanging up on me,-1
"@united flight UA1459 sitting at newark waiting for a gate, seriously??? #threehoursLate Flight",-1
@JetBlue while I appreciate that you actually responded I travel way too much for you to tell me coffee is not a basic option,-1
"@United will not have to honor absurdly low mistake fares.
http://t.co/2Z3Jv73IlW vía @usatoday",0
@united you're terrible.,-1
@AmericanAir I understand. But why is this the only flight of the day not going out? Twice?! I'm now out of extra meds and diapers for baby.,-1
@USAirways sitting on a plane in Philadelphia for over 20 minutes waiting just to get off the plane. Great service!,1
@JetBlue thanks bae,0
@united Please follow FAA guidelines regarding bumping. It is NOT acceptable to give a $300 voucher for an $800 fare when you've,-1
@AmericanAir I need some help. My record locator is bringing up TWO different flights in your system. One op by AA &amp; one from US Airways.,0
@united we just almost had a major accident on ua3710 ... How about passing on some information to those of us waiting on plane!!!,-1
@United terrible illogical re-route after Cancelled Flightled connection. Then made me pay to check bag. Then lost bag. #ual,-1
@SouthwestAir oh no worries. Just have never seen that before until today. I mean…it is a great card 😀,1
@AmericanAir Trying to find out if flight #340 DFW to HOU is on tonight. Exec platinum desk not calling back and online info not clear.,-1
@united you guys SUCK! Another Cancelled Flighted flight! Every flight with you has an issue!,-1
@AmericanAir stuck at gate Miami to JFK flight 1510. Are we going to get out of here tonight? Very frustrating,-1
"@SouthwestAir I understand. Wonderful ""Miriam"" in customer service who was able to reroute me... Got any rental car discounts?",0
“@JetBlue: Our fleet's on fleek. http://t.co/ar0VayLmFc” Really Jet Blue? Lmao,0
@USAirways thanks for three Cancelled Flightled flight and making us go from raleigh to charlote to lexington to philly. istead of raleigh to philly,-1
“@AmericanAir: @nlrphoto Those are very beautiful photos!” Thx! Would marketing dept be interested in buying?,1
@AmericanAir 12 calls in the span of two days........none of which available to speak to someone.  You are un F-in believable.  worst ever,-1
@JetBlue safety first !! #lovejetblue,1
"@USAirways And also, it's great that you tweet @ complainers, but what about the in-person help when I need it? Robyn F. in Manch = useless.",-1
@JetBlue BOS. Everything current now. Thanks for the follow up,1
@USAirways in 140 characters? Yea right.   Thanks for patronizing.,-1
"@USAirways booked flight 1mnth ago, seat CONFIRMED, small plane arrived and was not allowed to board bcs no seat, horrible service",-1
@JetBlue how do we watch the oscars though right now?! No abc on flight :( #missingtheoscars,-1
@JetBlue Do your TrueBlue pages not work on Chrome or Safari? I keep getting blank pages when I lick on the TrueBlue tab on your site.,-1
@AmericanAir That what I hoped - contacted them 3 wks ago about this but they have not responded and still issued in US funds. #frustrated,-1
@united what gate is ua5396 leaving from?,0
@united is by far THE WORST airline I've ever had the misfortune of flying with in all the 44 countries I've flown to!!! It's outrageous!,-1
@AmericanAir @justynmoro I totally agree.  You get the automatic phone attendent that goes NO WHERE and hangs up.  Lousy service!,-1
@united has once again earned a place as the worst airline in the business,-1
"@USAirways truly been the worst experience this weekend. Delayed, rerouted 3x, now not boarding A 715 flight and says flight is ""on time""",-1
@USAirways  Lilly M in SJU check in is fabulous!,1
@united yes of course I have.  Is this how you treat customer with no recourse?,-1
@AmericanAir 4828 but I just missed it because no one is at the gate to marshall us in so now I have to rent a car &amp; drive 5 hrs. So thanks.,-1
"@AmericanAir I'd like to apologize to the gate agent for flight AA76, I was not aware that zone 1 was after the nine other precious gems.",-1
"@AmericanAir just Cancelled Flightled my 7 am flight tomorrow with out informing me at all today, then booked one in 2 days, and no customer service",-1
"@AmericanAir will do. I'd think, though, that a literally identical itinerary to your sample itineraries would work - maybe need to update?",0
@USAirways @SDFAirport  I really needed to be back home yesterday and at work at 9am today. Been on plane and sitting for an hour #peeved,-1
@united ouch not fair,-1
@AmericanAir Still waiting on bags from flight 1613/2440 yesterday  First Class passenger not happy with your service.,-1
@united we need a new flight to Tucson,0
@united he is so excellent and so reliable :) #happycustomer,1
"@AmericanAir @RobertDwyer AA doesnt charge any fees to change award tickets as long as the origin, destination &amp; award type remains the same",1
@JetBlue @zakkohane pretty sure he's saying Ricoh had great service down at BOS ;) #happytohelp,0
@JetBlue They did not have any &amp; asked if I wanted tea. How do you have tea&amp;not coffee? I'm a gold on United &amp; coffee I nvr think 2x about,-1
@united Flight 6212...massive fail! They delaying to transport a crew member causing many to miss connections! Unreal!,-1
@united Why have airlines always told us they can't open a cabin door once it has been closed?  This plane has done it 3 times tonight.,0
Thanks @SouthwestAir ! #heartlanta,1
@JetBlue will call. Thank you!,1
"@USAirways car services to and from the hotel, food, hotel cost bc of Cancelled Flightlations fall on the customer with last minute notifications",-1
@united I miss the Continental days.,-1
@VirginAmerica momma I made it! 😁😁😁,0
@VirginAmerica So excited for my first cross country flight LAX to MCO I've heard nothing but great things about Virgin America. #29DaysToGo,1
"@united ..back for the expensive holiday, he worked all year to pay for, that you RUINED! We want compensation &amp; his original case back!",-1
@united download jeokoo the American app for air travelers,0
@VirginAmerica @madbee95 check the website before you go to the airport!,0
"@united thanks for having no one to pilot my last two flights, and all but stranding me in Houston tonight.  Airlines are the absolute worst",-1
@JetBlue That's great! Thank you.,1
"@united I tried the online tracking and they said something like ""attempting to locate luggage""",-1
@united I understand why the pilot would get on the plane but why 1st class?  There were 5 empty coach seats near me?  I'm a Premier 1K?,0
"@SouthwestAir Thanks for replying, I sen't my conf #! I love aviation and Southwest and all I wanted for my 18th was to fly SWA for the day!",1
@SouthwestAir Barzegar charges tourists 700 euros [!] a night for their stay in the tent village he runs. http://t.co/igSVzvrbbN,0
@SouthwestAir I don't want to be too whiny. We accommodated several passengers whose earlier flight was Cancelled Flightled. Our flight was very long.,-1
@USAirways why have me board a plane knowing there is a maint issue?  US5235.,-1
"@JetBlue Love you, bae. #JetBae",1
@SouthwestAir heyo! What is causing flight 1836 ewr to hou to be delayed?,-1
@USAirways   Just talked to reservation. Must congratulation to them. Very friendly.  Good for usair. The ONLY airline we fly.,1
"@AmericanAir Right. But more than two hours Late Flight, and it seems due to poor communication, which sounded like it was annoying on-plane staff",-1
@united can you not get the first flight of the day off the ground on time?   #1531.  Let's go.......,-1
@USAirways How do I add my TSA Pre number to an existing reservation?,0
@AmericanAir spent hour+ trying to check after to use military ID for luggage then messed up boarding pass &amp; forced into line again.,-1
@SouthwestAir is there a resource to check delays/Cancelled Flightlations out of Love Field? Flying out tomorrow am and stressed about weather! ❄️,0
@united whom can I call to discuss - as I was told that united has no phone contact with passengers  - this is absurd...,-1
@united Male agnt in LAS threatens Canadian cust when cust takes pic of him at gate after agents announce can't help rebook. #friendlyskies?,-1
"@SouthwestAir there... from my first interaction with your people this morning, after bad weather, sorry but I wont be flying with you again",-1
@SouthwestAir - Apology accepted! #customerserviceWIN #itravelalot http://t.co/z5znfwkKWP,1
@SouthwestAir frustrating indeed especially when no one knows what the issue is....,-1
@united disappointed that u didnt honor my $100 credit given to me for ur mistakes. Taking my business elsewhere  ✌️out.,-1
